id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,roi,last_updated,price_change_percentage_1y_in_currency,price_change_percentage_200d_in_currency,price_change_percentage_30d_in_currency
the-graph,grt,The Graph,https://assets.coingecko.com/coins/images/13397/large/Graph_Token.png?1608145566,0.6859500000000001,1990025232,51,6867120612.0,121641741.0,0.7118,0.657207,0.01157091,1.7157900000000001,34330856.0,1.75543,2897903422.0,10000000000.0,10000000000.0,2.84,-75.88983,2021-02-12T07:28:45.775Z,0.103254,563.49936,2020-12-17T21:28:41.332Z,,2021-07-10T04:39:44.612Z,,42.83570591847474,-3.38756180592049
terrausd,ust,TerraUSD,https://assets.coingecko.com/coins/images/12681/large/UST.png?1601612407,1.0,1937981669,52,,78666212.0,1.01,0.996728,0.00201279,0.20086,-402273.08236026764,-0.02075,1929870331.13529,1929897247.55154,,1.09,-8.22404,2021-01-11T22:30:57.984Z,0.857992,16.7969,2021-05-19T13:14:26.898Z,,2021-07-10T04:34:39.659Z,,-0.055600388603507,-0.523892777624693
kusama,ksm,Kusama,https://assets.coingecko.com/coins/images/9568/large/m4zRhP5e_400x400.jpg?1576190080,212.07,1905195333,53,2121575196.0,113929158.0,218.9,204.45,2.45,1.16707,12850991.0,0.6791,8980098.074112339,10000000.0,10000000.0,621.71,-65.95917,2021-05-18T05:04:41.858Z,0.8765719999999999,24043.31406,2020-01-14T19:20:20.768Z,,2021-07-10T04:40:08.744Z,2805.670365621604,322.00719414440584,-58.80225898786436
theta-fuel,tfuel,Theta Fuel,https://assets.coingecko.com/coins/images/8029/large/1_0YusgngOrriVg4ZYx4wOFQ.png?1553483622,0.356257,1888309391,54,,110158961.0,0.367851,0.343105,-0.003124130466,-0.86931,-19790554.388886213,-1.03719,5301219200.0,5301200000.0,,0.68159,-47.83438,2021-06-09T06:50:55.818Z,0.00090804,39056.42776,2020-03-13T02:30:37.972Z,,2021-07-10T04:40:06.887Z,4089.778579181561,2135.5181781853726,-39.67926461521541
havven,snx,Synthetix Network Token,https://assets.coingecko.com/coins/images/3406/large/SNX.png?1598631139,11.29,1790894204,55,2591254902.0,365401330.0,12.02,9.83,1.46,14.82669,242350928.0,15.65025,158660683.81970343,229567036.270053,229567036.270053,28.53,-60.5622,2021-02-14T01:12:38.505Z,0.034786399999999995,32247.42934,2019-01-06T00:00:00.000Z,"{'times': 21.58069138549782, 'currency': 'usd', 'percentage': 2158.069138549782}",2021-07-10T04:39:59.983Z,285.229960763493,80.30744323883125,3.571491361634881
decred,dcr,Decred,https://assets.coingecko.com/coins/images/329/large/decred.png?1547034093,131.94,1728162236,56,,83508807.0,134.17,121.46,9.41,7.67806,120681455.0,7.50749,13103587.8309581,21000000.0,,247.35,-46.56808,2021-04-17T00:41:14.790Z,0.43154000000000003,30526.24907,2016-12-26T00:00:00.000Z,,2021-07-10T04:38:38.849Z,720.6486878119409,293.4969151316483,-6.279717400054528
elrond-erd-2,egld,Elrond,https://assets.coingecko.com/coins/images/12335/large/Elrond.png?1599132180,88.9,1722402613,57,,34807022.0,93.01,87.73,-0.383198390085,-0.4292,114907048.0,7.1482,19376467.0,20397843.0,,243.92,-63.62905,2021-04-12T02:24:35.343Z,6.51,1263.47523,2020-10-07T01:44:53.554Z,,2021-07-10T04:37:06.172Z,,214.87431379252655,-3.9766120904804483
thorchain,rune,THORChain,https://assets.coingecko.com/coins/images/6595/large/RUNE.png?1614160507,6.3,1715001021,58,3155734767.0,58520779.0,6.52,6.0,0.00882025,0.14011,5664642.0,0.33139,271727687.53627056,500000000.0,500000000.0,20.87,-69.85781,2021-05-19T00:30:09.436Z,0.00851264,73789.46083,2019-09-28T00:00:00.000Z,"{'times': 164.89495956046594, 'currency': 'usd', 'percentage': 16489.495956046594}",2021-07-10T04:39:11.710Z,1266.712837417639,598.0784549895978,-35.09796225348557
bittorrent-2,btt,BitTorrent,https://assets.coingecko.com/coins/images/7595/large/BTT_Token_Graphic.png?1555066995,0.00256018,1688772305,59,,148507192.0,0.00260151,0.00243755,7.044e-05,2.82923,46428180.0,2.82695,659071882049.0,990000000000.0,,0.01356626,-81.17034,2021-04-05T04:09:06.433Z,0.00013814,1749.15849,2020-03-13T02:22:57.629Z,"{'times': 20.33486885429846, 'currency': 'usd', 'percentage': 2033.4868854298459}",2021-07-10T04:39:49.523Z,569.5788913935122,699.576836662701,-33.058779875389526
safemoon,safemoon,SafeMoon,https://assets.coingecko.com/coins/images/14362/large/174x174-white.png?1617174846,2.87e-06,1666471141,60,,14697761.0,2.9699999999999995e-06,2.8e-06,-6.671100000000001e-08,-2.27007,-35710067.37800479,-2.0979,580319365116687.2,1000000000000000.0,,1.0940000000000002e-05,-73.76649,2021-05-11T20:32:53.513Z,4.436e-08,6371.78608,2021-03-14T19:51:56.741Z,,2021-07-10T04:35:19.610Z,,,-29.10752707314328
huobi-token,ht,Huobi Token,https://assets.coingecko.com/coins/images/2822/large/huobi-token-logo.png?1547036992,9.72,1659870418,61,4861821191.0,1026023429.0,10.04,9.37,-0.219829180919,-2.21165,-30633302.2734735,-1.81208,170704593.25441208,500000000.0,500000000.0,39.66,-75.56861,2021-05-12T14:42:21.586Z,0.9086200000000001,966.41723,2019-01-30T00:00:00.000Z,"{'times': 8.817933442380236, 'currency': 'usd', 'percentage': 881.7933442380236}",2021-07-10T04:39:46.812Z,133.3992528095812,140.41792287832405,-33.06074764966084
sushi,sushi,Sushi,https://assets.coingecko.com/coins/images/12271/large/512x512_Logo_no_chop.png?1606986688,8.36,1603502880,62,2092492756.0,218815582.0,8.6,7.86,0.22175699999999998,2.72432,45994187.0,2.9530600000000002,191578068.19949657,227416319.151441,250000000.0,23.38,-64.2993,2021-03-13T23:44:36.774Z,0.475381,1655.55059,2020-11-04T14:53:53.560Z,,2021-07-10T04:39:45.243Z,,230.75161847946185,-20.246305781065942
hedera-hashgraph,hbar,Hedera Hashgraph,https://assets.coingecko.com/coins/images/3688/large/mqTDGK7Q.png?1566256777,0.173212,1548384540,63,,40656692.0,0.17851499999999998,0.168153,-0.001183315303,-0.67852,-23340514.468025684,-1.48503,8950269642.0,50000000000.0,,0.44836499999999996,-61.46901,2021-03-15T01:53:34.974Z,0.009861110000000001,1651.92778,2020-01-02T17:30:24.852Z,,2021-07-10T04:39:10.094Z,325.7640492388819,371.8502060328352,-20.904344419213672
true-usd,tusd,TrueUSD,https://assets.coingecko.com/coins/images/3449/large/tusd.png?1618395665,1.0,1531293707,64,,88733750.0,1.01,0.9964869999999999,0.00410426,0.4107,35138508.0,2.34859,1526518491.22,1526518491.22,,1.62,-38.04173,2018-08-26T20:41:09.375Z,0.8835500000000001,13.49699,2020-03-12T10:47:51.380Z,,2021-07-10T04:39:27.717Z,0.29131414843095904,0.535871077086676,0.138302241600148
waves,waves,Waves,https://assets.coingecko.com/coins/images/425/large/waves.png?1548386117,15.0,1499008238,65,,95282298.0,15.25,14.45,0.29542799999999997,2.00873,31390151.0,2.13885,100000000.0,100000000.0,,43.01,-65.21698,2021-05-04T06:49:41.528Z,0.130878,11331.64169,2016-08-02T00:00:00.000Z,"{'times': 78.80149079313931, 'currency': 'usd', 'percentage': 7880.149079313931}",2021-07-10T04:38:42.239Z,1179.541778967043,123.6116317449187,2.741121558961259
chiliz,chz,Chiliz,https://assets.coingecko.com/coins/images/8834/large/Chiliz.png?1561970540,0.260145,1391291790,66,2314163301.0,304736509.0,0.260148,0.23751799999999998,0.01544826,6.31324,82765152.0,6.32506,5344064580.0,8888888888.0,8888888888.0,0.878633,-70.72229,2021-03-13T08:04:21.200Z,0.00410887,6160.68516,2019-09-28T00:00:00.000Z,"{'times': 10.824752073982982, 'currency': 'usd', 'percentage': 1082.4752073982982}",2021-07-10T04:40:06.436Z,2031.4982123649897,1269.4627718457252,7.259408231195727
staked-ether,steth,Lido Staked Ether,https://assets.coingecko.com/coins/images/13442/large/steth_logo.png?1608607546,2140.89,1356437398,67,1356437398.0,284884.0,2184.85,2076.25,1.16,0.054,19119317.0,1.42968,633585.94487032,633585.94487032,633585.94487032,4309.29,-50.39358,2021-05-12T09:57:17.253Z,482.9,342.68005,2020-12-22T04:08:21.854Z,,2021-07-10T04:30:35.684Z,,246.89092141249898,-18.282552683135727
huobi-btc,hbtc,Huobi BTC,https://assets.coingecko.com/coins/images/12407/large/Unknown-5.png?1599624896,33926.0,1353882895,68,1353882895.0,3642018.0,34220.0,32431.0,1161.44,3.54475,45243722.0,3.45731,39906.36705999,39906.36705999,39906.36705999,69325.0,-51.20316,2021-05-10T02:33:06.038Z,11209.02,201.79658,2020-10-12T03:56:16.768Z,,2021-07-10T04:32:30.286Z,,49.61299248474095,-9.490690645997482
dash,dash,Dash,https://assets.coingecko.com/coins/images/19/large/dash-logo.png?1548385930,127.57,1303712664,69,,540661331.0,131.18,123.07,0.942537,0.7443400000000001,9089622.0,0.70211,10223437.9611273,18920000.0,,1493.59,-91.47688,2017-12-20T00:00:00.000Z,0.21389899999999998,59414.33713,2014-02-14T00:00:00.000Z,,2021-07-10T04:40:06.170Z,77.27177522669292,22.28906979361392,-27.738627037513155
blockstack,stx,Stacks,https://assets.coingecko.com/coins/images/2069/large/Stacks_logo_full.png?1604112510,1.23,1271981542,70,,31198709.0,1.24,1.01,0.174222,16.44134,153299086.0,13.70354,1052561461.68777,1818000000.0,,2.92,-59.5743,2021-04-05T13:34:27.931Z,0.04559639,2487.80474,2020-03-13T02:29:26.415Z,"{'times': 9.28231075473455, 'currency': 'usd', 'percentage': 928.231075473455}",2021-07-10T04:40:09.781Z,717.9309236835466,340.92030441065566,32.13355356762296
zcash,zec,Zcash,https://assets.coingecko.com/coins/images/486/large/circle-zcash-color.png?1547034197,111.32,1256151514,71,2337345236.0,666133495.0,113.46,106.52,1.82,1.65951,18436609.0,1.48957,11285958.6930871,21000000.0,21000000.0,3191.93,-96.51738,2016-10-29T00:00:00.000Z,19.75,462.74494,2020-03-13T02:20:55.002Z,,2021-07-10T04:39:22.180Z,96.0886195145761,63.036733887636146,-22.999269823976828
enjincoin,enj,Enjin Coin,https://assets.coingecko.com/coins/images/1102/large/enjin-coin-logo.png?1547035078,1.33,1243386018,72,1330776627.0,243289176.0,1.33,1.1400000000000001,0.12781199999999998,10.66011,128622477.0,11.5381,934331121.3990188,1000000000.0,1000000000.0,3.94,-66.21211,2021-04-09T12:29:27.777Z,0.01865964,7039.39883,2017-11-12T00:00:00.000Z,,2021-07-10T04:40:03.764Z,623.2266955045374,805.5652144424677,-3.069835430376792
yearn-finance,yfi,yearn.finance,https://assets.coingecko.com/coins/images/11849/large/yfi-192x192.png?1598325330,33484.0,1192016413,73,1226355542.0,176372413.0,34066.0,32120.0,301.51,0.9086400000000001,6692349.0,0.5646,35639.31691319782,36666.0,36666.0,90787.0,-63.40395,2021-05-12T00:29:37.713Z,31.65,104890.56653,2020-07-18T12:26:27.150Z,,2021-07-10T04:39:54.726Z,,35.1442721557307,-17.052384104589205
xdce-crowd-sale,xdc,XDC Network,https://assets.coingecko.com/coins/images/2912/large/xdc-logo.png?1589242157,0.09532199999999999,1166550904,74,,6595807.0,0.09998599999999999,0.087338,0.00679112,7.67089,82262608.0,7.58678,12238141964.0,37599520715.0,,0.144432,-33.92095,2021-04-15T14:54:04.324Z,0.00039532,24042.38402,2019-07-22T00:00:00.000Z,"{'times': 4.912363220510516, 'currency': 'eth', 'percentage': 491.2363220510516}",2021-07-10T04:38:19.833Z,2880.466537245004,1450.5665526242146,78.80063179657321
helium,hnt,Helium,https://assets.coingecko.com/coins/images/4284/large/Helium_HNT.png?1612620071,12.5,1121048350,75,2790725976.0,4983825.0,12.73,12.06,0.210945,1.71619,19531626.0,1.77316,89580196.7432253,223000000.0,223000000.0,22.31,-43.97502,2021-05-28T17:33:24.441Z,0.113248,10936.47194,2020-04-18T00:19:10.902Z,,2021-07-10T04:39:34.429Z,2376.3359345466943,781.9510409860854,-9.781843898253713
nem,xem,NEM,https://assets.coingecko.com/coins/images/242/large/NEM_Logo_256x256.png?1598687029,0.122892,1106542760,76,,70637608.0,0.126166,0.117105,0.00209459,1.73397,17225179.0,1.58128,8999999999.0,8999999999.0,,1.87,-93.44496,2018-01-07T00:00:00.000Z,8.482e-05,144309.55715,2015-09-05T00:00:00.000Z,,2021-07-10T04:40:06.030Z,162.83432003736127,-55.94358341298772,-29.782478607532497
telcoin,tel,Telcoin,https://assets.coingecko.com/coins/images/1899/large/tel.png?1547036203,0.01836068,1044613166,77,,11572724.0,0.019027060000000002,0.01752843,-0.000404040308,-2.15319,-25183111.16389489,-2.35401,56969406904.06,100000000000.0,,0.064483,-71.68264,2021-05-11T00:32:24.043Z,6.474000000000001e-05,28106.45672,2020-03-13T02:24:47.992Z,"{'times': 17.36067969976674, 'currency': 'usd', 'percentage': 1736.067969976674}",2021-07-10T04:38:54.368Z,8712.096987807014,11281.555455002013,-44.59581692176929
holotoken,hot,Holo,https://assets.coingecko.com/coins/images/3348/large/Holologo_Profile.png?1547037966,0.00587055,1043159783,78,,52258531.0,0.00594767,0.00567404,0.00011419,1.98364,18839220.0,1.83919,177619433541.141,177619433541.141,,0.03126682,-81.21568,2021-04-05T16:04:52.608Z,0.00022019999999999999,2567.25177,2020-03-13T02:23:01.612Z,"{'times': 11.080942375669492, 'currency': 'eth', 'percentage': 1108.0942375669492}",2021-07-10T04:39:40.382Z,623.2708120382861,845.1966923700077,-29.154967683643683
quant-network,qnt,Quant,https://assets.coingecko.com/coins/images/3370/large/5ZOu7brX_400x400.jpg?1612437252,79.56,1023156659,79,1161262576.0,13806180.0,79.57,74.31,4.26,5.65423,53095813.0,5.47345,12874667.469289193,14612493.0,14612493.0,98.55,-19.65779,2021-06-25T15:54:41.569Z,0.215773,36594.30012,2018-08-23T00:00:00.000Z,"{'times': 14.961656060894619, 'currency': 'eth', 'percentage': 1496.165606089462}",2021-07-10T04:39:37.583Z,884.0752562948632,521.866965845116,78.63090411003425
axie-infinity,axs,Axie Infinity,https://assets.coingecko.com/coins/images/13029/large/axie_infinity_logo.png?1604471082,18.18,1004685015,80,4908883547.0,1823693780.0,19.02,11.96,5.72,45.87144,311609892.0,44.96048,55260010.0,270000000.0,270000000.0,19.02,-4.82186,2021-07-10T00:34:50.389Z,0.123718,14532.81616,2020-11-06T08:05:43.662Z,,2021-07-10T04:39:26.724Z,,2729.379972186137,353.15594692874697
kucoin-shares,kcs,KuCoin Token,https://assets.coingecko.com/coins/images/1047/large/sa9z79.png?1610678720,12.4,969369185,81,,36350622.0,13.29,12.0,0.405736,3.38172,30245076.0,3.22056,78253127.0,168253127.0,,20.17,-38.57473,2018-01-10T00:00:00.000Z,0.342863,3513.06904,2019-02-07T00:00:00.000Z,,2021-07-10T04:34:34.877Z,1428.9545770139646,1518.7960348014844,45.86111930976521
decentraland,mana,Decentraland,https://assets.coingecko.com/coins/images/878/large/decentraland-mana.png?1550108745,0.7272949999999999,956480061,82,1581096971.0,308883183.0,0.724827,0.6097239999999999,0.091567,14.40339,113500728.0,13.46424,1327372145.9864838,2194195027.32015,2194195327.32015,1.6,-54.78409,2021-05-07T15:54:15.763Z,0.00923681,7715.84324,2017-10-31T00:00:00.000Z,"{'times': 35.364770094407525, 'currency': 'usd', 'percentage': 3536.4770094407527}",2021-07-10T04:40:08.190Z,1709.7267997980157,748.9422861079961,-1.404536311268118
paxos-standard,pax,Paxos Standard,https://assets.coingecko.com/coins/images/6013/large/paxos_standard.png?1548386291,1.0,924826782,83,,82448318.0,1.01,0.996694,0.00474411,0.47473000000000004,-14753436.162499666,-1.57022,921185653.98,921185653.98,,1.13,-11.09642,2018-10-15T07:09:12.459Z,0.863529,16.09838,2021-05-19T13:14:42.046Z,"{'times': 0.0040714868818430006, 'currency': 'usd', 'percentage': 0.4071486881843}",2021-07-10T04:39:29.938Z,0.251156773741042,0.585974881254674,0.08068241709609801
nexo,nexo,NEXO,https://assets.coingecko.com/coins/images/3695/large/nexo.png?1548086057,1.6400000000000001,917780249,84,1638893272.0,7268696.0,1.67,1.54,0.04657564,2.9241800000000002,26057648.0,2.92217,560000010.0064,1000000000.0,1000000000.0,4.07,-59.76353,2021-05-12T14:37:47.535Z,0.04515276,3525.04465,2018-09-13T00:00:00.000Z,"{'times': 15.39353160083248, 'currency': 'usd', 'percentage': 1539.353160083248}",2021-07-10T04:38:35.568Z,637.3033257260242,173.0313116076864,-25.68802690925892
zilliqa,zil,Zilliqa,https://assets.coingecko.com/coins/images/2687/large/Zilliqa-logo.png?1547036894,0.074234,906279292,85,,55335976.0,0.076123,0.07142699999999999,0.00020307,0.2743,1227287.0,0.1356,12221241432.0525,21000000000.0,,0.255376,-71.08759,2021-05-06T17:33:45.940Z,0.00239616,2981.40204,2020-03-13T02:22:55.161Z,"{'times': 3.087955251719385, 'currency': 'eth', 'percentage': 308.7955251719385}",2021-07-10T04:38:59.728Z,274.64338123012107,48.1742670630484,-35.81255590584202
titanswap,titan,TitanSwap,https://assets.coingecko.com/coins/images/12606/large/nqGlQzdz_400x400.png?1601019805,8.94,896149570,86,,9282426.0,9.56,7.71,-0.073535250111,-0.8154800000000001,-16112679.495255828,-1.7662300000000002,100000000.0,10000000000.0,,9.56,-6.91347,2021-07-09T22:16:07.079Z,0.193159,4508.85606,2020-10-06T15:48:36.784Z,,2021-07-10T04:38:34.987Z,,1314.989135107527,108.02563222491106
harmony,one,Harmony,https://assets.coingecko.com/coins/images/4344/large/Y88JAze.png?1565065793,0.08623,884483678,87,,77167393.0,0.090163,0.08097499999999999,0.0044818,5.48241,49112973.0,5.87918,10312088613.7931,,,0.22209199999999998,-61.43202,2021-03-29T08:19:36.363Z,0.00127355,6625.79363,2020-03-13T02:24:14.005Z,"{'times': 26.159201547244752, 'currency': 'usd', 'percentage': 2615.920154724475}",2021-07-10T04:38:57.284Z,1308.0501725391189,1588.2554900064401,-4.739542865922241
mdex,mdx,Mdex,https://assets.coingecko.com/coins/images/13775/large/mdex.png?1611739676,1.6600000000000001,877836986,88,,48395959.0,1.7000000000000002,1.6099999999999999,0.01240898,0.7529300000000001,5195524.0,0.59538,528933809.89965,452988758.45796,,10.11,-83.60499,2021-02-22T07:08:38.957Z,1.44,15.2914,2021-06-22T14:11:14.744Z,,2021-07-10T04:38:33.994Z,,,-23.474048760184395
flow,flow,Flow,https://assets.coingecko.com/coins/images/13446/large/flow_logo.jpg?1608631239,17.07,869610736,89,,111029455.0,17.82,12.08,4.14,31.9939,210034700.0,31.843890000000002,50946679.6743577,1365946679.67436,,42.4,-59.02453,2021-04-05T13:49:10.098Z,4.95,250.95824,2021-01-27T15:34:04.000Z,,2021-07-10T04:38:29.531Z,,,35.99824223460787
near,near,Near,https://assets.coingecko.com/coins/images/10365/large/near_icon.png?1601359077,2.11,868104810,90,2106214703.0,22128960.0,2.14,2.03,0.01194307,0.5692600000000001,982710.0,0.11333000000000001,412163493.502317,1000000000.0,1000000000.0,7.5600000000000005,-72.34742,2021-03-13T17:49:31.011Z,0.526762,296.73653,2020-11-04T16:09:15.137Z,,2021-07-10T04:39:28.380Z,,72.41291321995448,-34.8583620471436
basic-attention-token,bat,Basic Attention Token,https://assets.coingecko.com/coins/images/677/large/basic-attention-token.png?1547034427,0.569817,852695134,91,853660682.0,64210561.0,0.578481,0.540851,0.009426190000000001,1.68207,12919637.0,1.5384600000000002,1498303398.9673505,1500000000.0,1500000000.0,1.63,-65.26339,2021-04-09T19:03:22.356Z,0.072394,682.77542,2017-07-16T00:00:00.000Z,"{'times': 0.701473749835665, 'currency': 'eth', 'percentage': 70.14737498356659}",2021-07-10T04:39:53.185Z,118.5004932678149,155.85940863254345,-18.75803090610751
bitcoin-gold,btg,Bitcoin Gold,https://assets.coingecko.com/coins/images/1043/large/bitcoin-gold-logo.png?1547034978,45.52,798263166,92,,27825794.0,46.69,43.44,0.136338,0.30039000000000005,-486326.8952254057,-0.06089000000000001,17513924.0,21000000.0,,456.25,-90.05165,2017-12-20T00:00:00.000Z,4.25,966.85888,2020-03-13T02:22:52.902Z,,2021-07-10T04:38:51.115Z,384.876920764721,396.8464561140286,-36.368641534094806
liquity-usd,lusd,Liquity USD,https://assets.coingecko.com/coins/images/14666/large/Group_3.png?1617631327,1.01,758595814,93,,2371591.0,1.02,1.01,-0.005073787778,-0.49997,-2874460.575061798,-0.37749000000000005,751273668.799219,751273668.799219,,1.16,-12.96946,2021-04-05T14:47:52.665Z,0.9256519999999999,8.90668,2021-05-21T14:38:31.217Z,,2021-07-10T04:32:23.043Z,,,-1.681126309686981
bancor,bnt,Bancor Network Token,https://assets.coingecko.com/coins/images/736/large/bancor.png?1547034477,3.24,745877846,94,745877846.0,41495545.0,3.3,3.12,0.04457885,1.39308,13040775.0,1.77949,230412654.556581,230447507.976238,230412654.556581,10.72,-69.90007,2018-01-09T00:00:00.000Z,0.120935,2566.99679,2020-03-13T02:29:21.245Z,,2021-07-10T04:39:33.148Z,111.44980355276121,160.89751999587588,-24.1533779500585
0x,zrx,0x,https://assets.coingecko.com/coins/images/863/large/0x.png?1547034672,0.828727,700367597,95,828519976.0,170108433.0,0.899075,0.8067209999999999,0.01219052,1.49295,5925525.0,0.85328,845323730.6435096,1000000000.0,1000000000.0,2.5,-66.76576,2018-01-13T00:00:00.000Z,0.120667,587.71248,2020-03-13T02:27:49.563Z,"{'times': 16.26515544292573, 'currency': 'usd', 'percentage': 1626.5155442925732}",2021-07-10T04:39:58.735Z,94.2110650009919,118.09705648450036,-13.853677144493224
qtum,qtum,Qtum,https://assets.coingecko.com/coins/images/684/large/qtum.png?1547034438,6.66,688234442,96,,282738475.0,6.98,6.17,0.24753799999999998,3.8620900000000002,24535287.0,3.69675,103551479.0,107822406.0,,100.22,-93.40706,2018-01-06T00:00:00.000Z,0.783142,743.7427,2020-03-13T02:22:57.149Z,"{'times': 21.18991480668016, 'currency': 'usd', 'percentage': 2118.991480668016}",2021-07-10T04:39:58.939Z,212.72700419443802,154.9186804275105,-32.890618947188806
zencash,zen,Horizen,https://assets.coingecko.com/coins/images/691/large/horizen.png?1555052241,60.82,686243770,97,,30031019.0,62.43,57.31,1.25,2.0997,13940038.0,2.07347,11282031.25,21000000.0,,165.92,-63.37403,2021-05-08T06:00:30.087Z,3.26,1761.50009,2019-10-17T00:00:00.000Z,,2021-07-10T04:39:38.127Z,717.8148761628057,480.14289873132014,-33.61080096116569
ecomi,omi,ECOMI,https://assets.coingecko.com/coins/images/4428/large/ECOMI.png?1557928886,0.0033916700000000003,656201631,98,,4104306.0,0.00357032,0.00326421,-0.000122037892,-3.47319,-36171426.12858665,-5.22427,194843570735.295,750000000000.0,,0.01343572,-74.9709,2021-03-19T17:20:53.999Z,3.37e-06,99659.32188,2019-11-04T10:52:42.729Z,"{'times': 8.99710611813927, 'currency': 'btc', 'percentage': 899.710611813927}",2021-07-10T04:34:32.486Z,9790.162191631003,7071.8096163291375,49.001912632823455
siacoin,sc,Siacoin,https://assets.coingecko.com/coins/images/289/large/siacoin.png?1548386465,0.01316289,637374303,99,,42723013.0,0.01350442,0.01271601,-1.2859523e-05,-0.0976,351734.0,0.055220000000000005,48302295000.0,,,0.09286799999999999,-85.82089,2018-01-06T00:00:00.000Z,1.2620000000000001e-05,104230.67974,2015-12-28T00:00:00.000Z,"{'times': 0.8478178820148541, 'currency': 'btc', 'percentage': 84.78178820148543}",2021-07-10T04:40:05.974Z,269.31785121739057,274.59608156470523,-21.856326835294734
compound-usdt,cusdt,cUSDT,https://assets.coingecko.com/coins/images/11621/large/cUSDT.png?1592113270,0.02129122,633384586,100,,9612870.0,0.021553299999999997,0.02119031,2.219e-05,0.10431000000000001,9889006.0,1.58606,29748622991.9173,29744961746.3414,,0.02342332,-9.03922,2021-05-19T15:22:06.410Z,0.0102836,107.18468,2020-07-04T17:59:08.922Z,,2021-07-10T04:22:37.264Z,5.798679627640799,4.156181361805602,0.037105500200554004
curve-dao-token,crv,Curve DAO Token,https://assets.coingecko.com/coins/images/12124/large/Curve.png?1597369484,1.76,624102241,101,5805937871.0,85212819.0,1.81,1.6800000000000002,-0.005535790895,-0.31388000000000005,-3751508.2420680523,-0.5975100000000001,355055230.73728615,1543406338.48347,3303030299.0,54.01,-96.75323,2020-08-14T04:53:44.010Z,0.331577,428.82214,2020-11-05T13:09:50.181Z,,2021-07-10T04:39:59.004Z,,213.44551576044984,-30.240016859894574
xsushi,xsushi,xSUSHI,https://assets.coingecko.com/coins/images/13725/large/xsushi.png?1612538526,9.72,609467821,102,,1257561.0,9.98,9.25,0.357873,3.82321,25520493.0,4.37034,62712713.7345504,62743430.0784831,,26.33,-63.09003,2021-03-13T23:01:02.266Z,6.04,60.87147,2021-01-22T01:04:22.350Z,,2021-07-10T04:29:38.103Z,,,-17.974721579136542
ontology,ont,Ontology,https://assets.coingecko.com/coins/images/3447/large/ONT.png?1583481820,0.6946089999999999,608860652,103,,136496832.0,0.7138359999999999,0.667331,0.00206295,0.29788000000000003,1583395.0,0.26074,876616316.0,1000000000.0,,10.92,-93.65077,2018-05-03T01:43:05.844Z,0.23237000000000002,198.38687,2020-03-13T02:20:48.548Z,,2021-07-10T04:40:04.942Z,10.221441623188616,33.19424559989318,-30.76174238675817
digibyte,dgb,DigiByte,https://assets.coingecko.com/coins/images/63/large/digibyte.png?1547033717,0.04191079,606286449,104,,11651261.0,0.04267271,0.039842499999999996,0.00070088,1.7007500000000002,9677068.0,1.62201,14475172877.7548,21000000000.0,,0.178084,-76.4926,2021-05-01T00:19:01.967Z,3.0990000000000007e-05,135000.25582,2015-01-14T00:00:00.000Z,,2021-07-10T04:39:12.549Z,96.79998327841888,97.0763788114006,-36.193780543457656
icon,icx,ICON,https://assets.coingecko.com/coins/images/1060/large/icon-icx-logo.png?1547035003,0.944529,603237052,105,,72682305.0,0.979586,0.9023329999999999,-0.011845593393999999,-1.23859,-9644170.859971404,-1.5735800000000002,638675495.561727,800460000.0,,13.16,-92.84821,2018-01-09T00:00:00.000Z,0.10746499999999999,776.09527,2020-01-03T02:14:53.139Z,"{'times': 7.5866276205694945, 'currency': 'usd', 'percentage': 758.6627620569494}",2021-07-10T04:40:04.985Z,143.07101431973803,133.4333340223339,-9.683727307722997
fantom,ftm,Fantom,https://assets.coingecko.com/coins/images/4001/large/Fantom.png?1558015016,0.23455399999999998,595939002,106,744585836.0,31025485.0,0.24137000000000003,0.22594899999999998,-0.003268804134,-1.37447,-8333846.213299632,-1.37915,2541152731.01,3175000000.0,3175000000.0,0.948213,-75.32583,2021-05-10T00:15:01.969Z,0.00190227,12199.19116,2020-03-13T02:25:38.280Z,"{'times': 6.818476389513013, 'currency': 'usd', 'percentage': 681.8476389513013}",2021-07-10T04:40:08.633Z,2005.1759240684642,1128.5681558662275,-23.53171448906319
swissborg,chsb,SwissBorg,https://assets.coingecko.com/coins/images/2117/large/YJUrRy7r_400x400.png?1589794215,0.617582,587417740,107,,2269488.0,0.6241369999999999,0.587876,0.01690359,2.81408,15858968.0,2.77469,951754603.4742761,1000000000.0,,1.6400000000000001,-62.47316,2021-05-04T17:14:50.120Z,0.00502687,12142.09803,2019-07-28T00:00:00.000Z,"{'times': 5.175818776182136, 'currency': 'usd', 'percentage': 517.5818776182136}",2021-07-10T04:37:52.005Z,572.1643812832763,158.18310950568036,-13.978177628130577
