"name","symbol","percentageChange90dUsd","percentageChangeYtdUsd","athTimestamp","percentageDownFromAth","breakevenMultiple","cycleLowTimestamp","percentageUpFromCycleLow","volatility30d","volatility90d","sector","category","circulatingSupply","priceUsd","percentageChange24HrUsd","currentMarketcap"
"adbank","ADB","192687352.29622132","1750914852.8136685","1596708000","0","1","1607691600","3047666804.8808804","0","0","","","870499861.0208077","","",""
"MIR COIN","MIR","-62.087852408454495","44036.28472802944","1615374000","62.35237745706347","2.6562102264479392","1626775200","9.189624332246508","0.6919139855273722","1.1355646829163517","","","780627480.525","2.7260715605759174","4.900336239587007","2128046374.0632331"
"Game Stars","GST","-61.04698239196815","18.641302197809235","1613556000","89.45532137085883","9.483456397015363","1624082400","76.16419931193256","4.658148446822147","3.745805779663771","","","","0.3643992259778815","",""
"Content Value Network","CVNT","-44.639948909558946","16520.72101997509","1618178400","66.46976601764648","2.982383005517604","1625727600","250.74478581818192","6.039094500216939","3.7890398349495324","Content Creation and Distribution","Media and Entertainment","0","1.1565546014346324","-2.68975924778266","0"
"Stox","STOX","-56.473656773780846","9697.493419702825","1503655200","70.1759873748527","3.3530028724465146","1604552400","34660.49343201314","1.8495229398664506","1.5949261432735933","","","50718991.61127146","0.8918512831115875","8.384459986209823","45248803.31595426"
"ECOMI","OMI","-49.11858767208515","8397.570295062156","1616194800","75.3803669296198","4.0617989599653965","1624366800","181.47938026909395","2.553207753112591","2.285674810839186","","","166285821196","0.003243789390542721","4.800238290760817","538990776.4522762"
"Telcoin","TEL","86.25565854261164","7874.691448397347","1620694800","80.51170678160912","5.131285684147604","1626829200","36.88071316475919","1.887307745000752","2.9905869400169895","Payment Platforms","Payments","54157110195.29","0.013341981859274496","31.358350678914604","729892568.9377357"
"Dogecoin","DOGE","-27.850047958590917","3207.6122381521054","1620446400","74.36589736912211","3.9010532742247706","1626771600","17.34407471734476","1.7840185898984267","2.069965014806706","Currencies","Payments","130391827517.04381","0.18792637760585174","8.429259032561863","24571954341.66707"
"Polygon","MATIC","141.92452784083937","4640.9085386590095","1621368000","66.8889958170912","3.0201439813661066","1626771600","35.691502791934475","1.1295984421581005","2.719342649487867","Scaling","Infrastructure","6357687669","0.8453534779349857","19.950970010601594","5383154166.68515"
"Theta Fuel","TFUEL","7.19396563695065","702.8492377915396","1623225600","59.474059128811604","2.467555295455071","1626771600","19.941619030342032","1.2147278127265044","1.854074634066896","Content Creation and Distribution","Media and Entertainment","5301214400","0.26772216206033667","13.73287184425581","1419247125.1725721"
"yearn.finance","YFI","-37.19384323371433","30.257432018411034","1620777600","68.54997850185416","3.17964806497495","1626771600","14.179797463503032","1.0699674686667975","1.9500421672030985","Asset Management","Financial","36635.43982673","28414.494063535472","8.756149049771087","1041015889.9989794"
"PlayChip","PLA","1434.5646344128068","2765.9833821852794","1626879600","0","1","1626879600","0","2.292643521082948","4.756314020715987","","","0","0.016564450596475582","","0"
"Solana","SOL","-34.156876501442305","1286.8340708800947","1621353600","55.95718106129416","2.2705177009484676","1624366800","22.01329976194111","1.3698670949404963","1.9072130107272878","Smart Contract Platforms","Infrastructure","272637427.57725775","25.557532553026142","6.391279342715685","6972559140.342203"
"Terra","LUNA","-53.127110216358474","884.4843142552669","1616324400","71.10387371538962","3.460671475998444","1621810800","56.565934731952424","1.4485565596712646","2.194719752947554","Payment Platforms","Payments","419318334.37149376","6.381513079369133","8.08690830398198","2675719012.285568"
"Ethos","ETHOS","-43.124438727157056","987.4815606604932","1515322800","84.14511388158154","6.307203927742561","1577336400","10505.340733716957","1.1422374537556397","1.570111971174698","Wallet","Financial","222295207.99999997","1.7732394432151268","4.205684075827258","394300901.74078894"
"Refereum","RFR","-49.77020326727495","94.6293827526754","1617408000","80.03190687575386","5.0079894648816285","1624348800","107.06794841087752","1.7751670153936951","1.9457804821988112","Gaming","Media and Entertainment","4999180100","0.008577742232912638","7.13824374295085","42881678.27370643"
"Chiliz","CHZ","-53.02035473123894","950.9212031003605","1615618800","74.98807916468408","3.9980935753964015","1621785600","21.549252608559964","1.233342853494901","1.7292340199732286","Misc","Media and Entertainment","5893953726.657693","0.21740112067298353","3.259924758597611","1284447172.8999538"
"Theta Network","THETA","-57.348631807769394","114.34187407604112","1618574400","71.78816576045692","3.5446117806773145","1626771600","20.13608761120053","1.1703615360973387","1.6820498649494058","Content Creation and Distribution","Media and Entertainment","1000000000","4.200486827739231","9.603658149471862","4208245450.7218757"
"BNB","BNB","-43.330688180564245","656.6633725240347","1620626400","58.16598176528305","2.3903991110519867","1621785600","27.70463691417976","1.0751689912586786","1.5203528157908084","Centralized Exchanges","Financial","168137036","285.23866291223874","5.913715683610827","48004141543.604965"
"Zurcoin","ZUR","22.345875891363963","671.7301611828863","1513598400","88.10897710131754","8.409705443514039","1593036000","1498.3354075728423","2.2268881176667916","2.343594200675839","","","0","0.0014859048518038051","","0"
"CargoX","CXO","-27.148162965024657","2439.5268871156","1623243600","59.316662159189924","2.4580087403666395","1626793200","11.373044614229125","1.4888580673580043","2.3566701326615074","","","166845647.3498277","0.2104896788496019","","35119286.728119165"
"LockTrip","LOC","-20.37510855573902","516.8557656935117","1624816800","61.41197069383879","2.5914772482054005","1626883200","0","1.3664623955526143","1.312913160892104","Payment Platforms","Payments","0","4.220525019159041","","0"
"district0x","DNT","-60.45959032129813","139.61292065650977","1618815600","75.76047291096657","4.125493027677199","1626771600","12.59228634632369","1.201759715158605","1.6454988116437825","Application Development","Infrastructure","600000000","0.11143057758954633","4.612975276307065","66806390.1054354"
"SONM","SNM","81.39618288342298","1457.899123555837","1619780400","89.46085439434725","9.488435186469411","1626800400","14.527228886512425","1.561629361202608","1.9754274468309263","Shared Compute","Services","359600000","0.13753094595584667","9.899153279994612","49459852.96051353"
"Metadium","META","-37.19905806349392","922.5821292371446","1617256800","75.16642637603069","4.026806673666981","1624363200","245.16992032045954","3.162457767577784","2.415164094873291","Identity","Services","1245430303.8600001","0.09839339781829896","","122542119.34266195"
"SpaceChain","SPCV2","-39.742097121715425","64.7257866186432","1613754000","54.66876681082371","2.205984548946198","1616245200","44.77841779952217","0.7123885320729482","1.4505667550310748","","","308710931.8348234","0.03422584605427392","8.867796390649218","10565892.828250118"
"Insureum","ISR","-72.81347710148295","1088.9518431917415","1616504400","87.31347083625107","7.882376551479863","1625925600","39801.85276379882","5.093343616828688","4.007469088498499","","","214048583.4344944","0.025264651489966136","-38.388478700844814","5407862.86239344"
"KuCoin","KCS","-21.31971952747545","1256.4712606104188","1618207200","51.1955113068041","2.0489918586923244","1621785600","100.13048666045401","2.5862155078294538","2.159731445001668","Centralized Exchanges","Financial","80118638","9.33596898392522","","747985119.4023325"
"Restart Energy MWAT","MWAT","74.0803679948414","1137.812096136664","1626019200","42.943480192728714","1.7526480818981882","1626411600","23.413692373098172","2.041783371792198","3.142280146973117","Energy","Services","500000000","0.03737885880344098","12.565433964760766","18680562.708730634"
"Decentraland","MANA","-55.54031064774122","562.0592536170981","1620399600","65.3325905313882","2.8845535773459217","1624366800","45.56725309068235","1.7330945595988472","1.8529873599685946","Virtual and Augmented Reality","Media and Entertainment","1690674844.8448062","0.5516033136581481","5.875307441134519","932778569.0584363"
"SingularityNET","AGI","-19.749839319123446","403.0730695875459","1618246800","56.49176653772471","2.298415542122781","1621785600","79.90173948420373","","","AI","Services","867156742.7376411","","",""
"ChessCoin","CHESS","2.308648864316794","59.71163768576192","1515920400","74.90331499699674","3.9845899961701408","1585717200","1564.6713093428134","0","3.3947072193620427","","","54032768.652257","0.007371560649893709","","398305.8312017881"
"Fantom","FTM","-46.75775472302902","908.9103348706428","1620608400","81.17651152594047","5.312511553732937","1626750000","13.306821093103563","1.366606183915866","2.3545708119310524","Smart Contract Platforms","Infrastructure","2545006273","0.17407544859200863","5.515517955018384","443268352.1365838"
"SALT","SALT","91.0975886265094","161.62292323196047","1514516400","95.20760538165966","20.866395187346072","1578153600","1990.6065051919686","","","Lending","Financial","80283615.21092688","","",""
"Sentinel","SENT","-19.182495739295998","217.31540969504275","1616396400","62.55169464517826","2.6703478048606617","1623744000","57.194165558243796","2.9420369943513998","3.2271823056553726","Shared Compute","Services","3432315258","0.015046337340315607","","51643773.2301804"
"Verasity","VRA","-72.18901853118737","1522.7226402862536","1618632000","83.702788824035","6.136019158141564","1626753600","20.29387636983994","1.1858503932971372","2.052667964392234","","","3949319102.6416044","0.008927927131919302","","35259233.169081174"
"Cardano","ADA","0.9151164185038202","558.4348727717238","1621152000","52.37319841437842","2.099658105745857","1624366800","13.966892167609583","0.9696629057294333","1.4916039942697026","Smart Contract Platforms","Infrastructure","31149725059.090946","1.14796085932661","6.30516159107914","35784861345.13055"
"Constellation Labs","DAG","101.05956219922021","1722.6289836710648","1625986800","31.386099603710882","1.4574306288148042","1626786000","27.107856951135734","2.4017378486944985","2.19503325728267","Data Management","Services","1266911931.0440834","0.1363254030722736","12.678469871067009","172887405.75009313"
"FTX Token","FTT","-43.74920571605937","371.73447412173175","1620788400","56.39182676492296","2.29314810920727","1624712400","24.276933321167963","1.12306954535853","1.3195311343832603","Centralized Exchanges","Financial","94346957.523749","27.400630609162842","4.415097668542861","2586293457.1051483"
"Ankr Network","ANKR","-55.98025720909059","561.795719787426","1618632000","71.02852824648009","3.4516713838623136","1624366800","21.54606405475405","1.8242117858786895","1.62954721738814","Shared Compute","Services","6996232711.125","0.058629522085060275","4.963514715354092","410622530.4947732"
"Quant Network","QNT","84.73921628680807","569.0551924200493","1615968000","36.58931676247757","1.577021329756408","1621785600","172.0276647064254","1.679111005956489","1.8875038058587101","Interoperability","Infrastructure","12072738","72.22803516646835","5.234106996071743","871661550.8883114"
"Harmony","ONE","-40.24823722122932","1370.8072026767181","1617001200","71.68489768780083","3.531684219163721","1624366800","30.25975294273376","1.6168372869962662","2.198958158521678","Smart Contract Platforms","Infrastructure","10324134766.793133","0.06214356557972087","8.695510602451817","641743451.4905868"
"Dent","DENT","-75.27670212715336","801.9139957678125","1519275600","95.37393843788232","21.61666001570085","1585486800","2777.001001216705","1.3203020289487424","2.0307982818556476","Data Management","Services","98610710273.73587","0.0017512768246952602","7.048955172500102","172656385.13279283"
"Aave","AAVE","-30.279922718303393","176.32842132078855","1621332000","61.858178638291236","2.6217940420745545","1624366800","43.36458304359371","1.3927408745185421","1.8203436131088653","Lending","Financial","12842198.588255208","249.89910127925123","10.496321180802076","3210157026.0164084"
"WETH","WETH","-18.734112098974748","177.36037838993494","1616266800","75.00011613098536","4.000018581043973","1616634000","24.991074353294827","0.9918673122092316","1.36191910816836","","","","1941.3794491496956","7.973625752462957",""
"Ethereum","ETH","-18.675865173756172","167.08303239250358","1620788400","54.99093120431628","2.2217744706948883","1624366800","12.920606699424717","0.9935127652105448","1.3734364128605654","Smart Contract Platforms","Infrastructure","115863897.622737","1940.576172516203","8.116932632147844","224917398922.593"
"NKN","NKN","-70.09478788476147","885.9471993302296","1621058400","88.08207768908946","8.39072427149929","1626771600","9.481280054570583","1.3746359140000999","1.9356513991303717","IoT","Infrastructure","700000000","0.1807680725746883","3.7183307090081943","126596417.10521619"
"DigixDAO","DGD","-18.265202580319635","166.49604991928112","1620788400","55.474866235200494","2.245922505887171","1626771600","12.056953615079335","0.9672490984047467","1.327918565879219","Tokenization","Financial","85219.35182979","373.3390743019159","7.973966166688101","31815713.924743082"
"MediBloc","MED","-66.10400233724361","694.3111022459351","1617332400","87.10648951963856","7.755839664636991","1624366800","79.32689465602476","2.128178744949038","1.8732222808018006","","","2738131491.110654","0.03771125199485022","4.35289274571467","102384015.39271852"
"Blocklancer","LNC","2.606652172851522","78.33029390929947","1523307600","68.27947398987118","3.152532841607625","1594652400","1044.2083806382334","0.39888480919356606","0.7909928232149256","","","120140384.183288","0.041921249324805024","","5036434.9993254775"
